Tanggal,Location,Volume_Ton,RR,Rain_Lag_1,Rain_Lag_2,Is_Holiday,Ada_Event,Crowd_Scale,Hari_Ke,Is_Weekend,Hari_Dalam_Minggu,Bulan
2026-01-20,Pasar Senen,52.8309,0.0,0.0,4.1,0,0,0.0,20,0,1,1
2026-01-20,Gang Sempit Tambora,9.071972727272728,0.0,0.0,4.1,0,0,0.0,20,0,1,1
2026-01-21,JIS,127.31345454545455,0.0,0.0,0.0,0,0,0.0,21,0,2,1
2026-01-21,GBK,90.18036363636364,0.0,0.0,0.0,0,0,0.0,21,0,2,1
2026-01-21,Pasar Senen,52.5168,0.0,0.0,0.0,0,0,0.0,21,0,2,1
2026-01-21,Gang Sempit Tambora,9.018036363636364,0.0,0.0,0.0,0,0,0.0,21,0,2,1
2026-01-22,JIS,120.456,0.0,0.0,0.0,0,0,0.0,22,0,3,1
2026-01-22,GBK,85.32300000000001,0.0,0.0,0.0,0,0,0.0,22,0,3,1
2026-01-22,Pasar Senen,49.688100000000006,0.0,0.0,0.0,0,0,0.0,22,0,3,1
2026-01-22,Gang Sempit Tambora,8.532300000000001,0.0,0.0,0.0,0,0,0.0,22,0,3,1
2026-01-23,JIS,130.02872727272728,0.0,0.0,0.0,0,0,0.0,23,0,4,1
2026-01-23,GBK,92.10368181818183,0.0,0.0,0.0,0,0,0.0,23,0,4,1
2026-01-23,Pasar Senen,53.63685000000001,0.0,0.0,0.0,0,0,0.0,23,0,4,1
2026-01-23,Gang Sempit Tambora,9.210368181818183,0.0,0.0,0.0,0,0,0.0,23,0,4,1
2026-01-24,JIS,151.5734181818182,0.0,0.0,0.0,0,0,0.0,24,1,5,1
2026-01-24,GBK,117.58969545454545,0.0,0.0,0.0,0,0,0.0,24,1,5,1
2026-01-24,Pasar Senen,54.13336363636364,0.0,0.0,0.0,0,0,0.0,24,1,5,1
2026-01-24,Gang Sempit Tambora,10.22519090909091,0.0,0.0,0.0,0,0,0.0,24,1,5,1
2026-01-25,JIS,162.6282,19.1,0.0,0.0,0,0,0.0,25,1,6,1
2026-01-25,GBK,126.16592499999999,19.1,0.0,0.0,0,0,0.0,25,1,6,1
2026-01-25,Pasar Senen,58.0815,19.1,0.0,0.0,0,0,0.0,25,1,6,1
2026-01-25,Gang Sempit Tambora,10.97095,19.1,0.0,0.0,0,0,0.0,25,1,6,1
2026-01-26,JIS,135.396,0.0,19.1,0.0,0,0,0.0,26,0,0,1
2026-01-26,GBK,95.9055,0.0,19.1,0.0,0,0,0.0,26,0,0,1
2026-01-26,Pasar Senen,55.85085,0.0,19.1,0.0,0,0,0.0,26,0,0,1
2026-01-26,Gang Sempit Tambora,9.59055,0.0,19.1,0.0,0,0,0.0,26,0,0,1
2026-01-27,JIS,122.68909090909091,2.0,0.0,19.1,0,0,0.0,27,0,1,1
2026-01-27,GBK,86.90477272727273,2.0,0.0,19.1,0,0,0.0,27,0,1,1
2026-01-27,Pasar Senen,50.60925,2.0,0.0,19.1,0,0,0.0,27,0,1,1
2026-01-27,Gang Sempit Tambora,8.690477272727273,2.0,0.0,19.1,0,0,0.0,27,0,1,1
2026-01-28,JIS,122.30618181818181,0.0,2.0,0.0,0,0,0.0,28,0,2,1
2026-01-28,GBK,86.63354545454546,0.0,2.0,0.0,0,0,0.0,28,0,2,1
2026-01-28,Pasar Senen,50.4513,0.0,2.0,0.0,0,0,0.0,28,0,2,1
2026-01-28,Gang Sempit Tambora,8.663354545454546,0.0,2.0,0.0,0,0,0.0,28,0,2,1
2026-01-29,JIS,107.66072727272727,2.4,0.0,2.0,0,0,0.0,29,0,3,1
2026-01-29,GBK,76.25968181818182,2.4,0.0,2.0,0,0,0.0,29,0,3,1
2026-01-29,Pasar Senen,44.41005,2.4,0.0,2.0,0,0,0.0,29,0,3,1
2026-01-29,Gang Sempit Tambora,7.625968181818182,2.4,0.0,2.0,0,0,0.0,29,0,3,1
2026-01-30,JIS,109.13345454545454,0.0,2.4,0.0,0,0,0.0,30,0,4,1
2026-01-30,GBK,77.30286363636364,0.0,2.4,0.0,0,0,0.0,30,0,4,1
2026-01-30,Pasar Senen,45.01755000000001,0.0,2.4,0.0,0,0,0.0,30,0,4,1
2026-01-30,Gang Sempit Tambora,7.730286363636364,0.0,2.4,0.0,0,0,0.0,30,0,4,1
2026-01-31,JIS,119.79965454545456,0.0,0.0,2.4,0,0,0.0,31,1,5,1
2026-01-31,GBK,92.93981136363637,0.0,0.0,2.4,0,0,0.0,31,1,5,1
2026-01-31,Pasar Senen,42.785590909090914,0.0,0.0,2.4,0,0,0.0,31,1,5,1
2026-01-31,Gang Sempit Tambora,8.081722727272728,0.0,0.0,2.4,0,0,0.0,31,1,5,1
2026-02-01,JIS,129.88194545454544,6.6,0.0,0.0,0,0,0.0,32,1,6,2
2026-02-01,GBK,100.76158863636363,6.6,0.0,0.0,0,0,0.0,32,1,6,2
2026-02-01,Pasar Senen,46.38640909090909,6.6,0.0,0.0,0,0,0.0,32,1,6,2
2026-02-01,Gang Sempit Tambora,8.761877272727274,6.6,0.0,0.0,0,0,0.0,32,1,6,2
2026-02-02,JIS,107.80363636363636,0.0,6.6,0.0,0,0,0.0,33,0,0,2
2026-02-02,GBK,76.36090909090909,0.0,6.6,0.0,0,0,0.0,33,0,0,2
2026-02-02,Pasar Senen,44.469,0.0,6.6,0.0,0,0,0.0,33,0,0,2
2026-02-02,Gang Sempit Tambora,7.6360909090909095,0.0,6.6,0.0,0,0,0.0,33,0,0,2
2026-02-03,JIS,113.20581818181819,7.7,0.0,6.6,0,0,0.0,34,0,1,2
2026-02-03,GBK,80.18745454545454,7.7,0.0,6.6,0,0,0.0,34,0,1,2
2026-02-03,Pasar Senen,46.69740000000001,7.7,0.0,6.6,0,0,0.0,34,0,1,2
2026-02-03,Gang Sempit Tambora,8.018745454545455,7.7,0.0,6.6,0,0,0.0,34,0,1,2
2026-02-04,JIS,115.69854545454545,0.3,7.7,0.0,0,0,0.0,35,0,2,2
2026-02-04,GBK,81.95313636363636,0.3,7.7,0.0,0,0,0.0,35,0,2,2
2026-02-04,Pasar Senen,47.72565,0.3,7.7,0.0,0,0,0.0,35,0,2,2
2026-02-04,Gang Sempit Tambora,8.195313636363636,0.3,7.7,0.0,0,0,0.0,35,0,2,2
2026-02-05,JIS,122.45890909090909,0.0,0.3,7.7,0,0,0.0,36,0,3,2
2026-02-05,GBK,86.74172727272727,0.0,0.3,7.7,0,0,0.0,36,0,3,2
2026-02-05,Pasar Senen,50.514300000000006,0.0,0.3,7.7,0,0,0.0,36,0,3,2
2026-02-05,Gang Sempit Tambora,8.674172727272728,0.0,0.3,7.7,0,0,0.0,36,0,3,2
2026-02-06,JIS,129.47563636363637,1.8,0.0,0.3,0,0,0.0,37,0,4,2
2026-02-06,GBK,91.7119090909091,1.8,0.0,0.3,0,0,0.0,37,0,4,2
2026-02-06,Pasar Senen,53.40870000000001,1.8,0.0,0.3,0,0,0.0,37,0,4,2
2026-02-06,Gang Sempit Tambora,9.17119090909091,1.8,0.0,0.3,0,0,0.0,37,0,4,2
2026-02-07,JIS,143.54492727272728,0.0,1.8,0.0,0,0,0.0,38,1,5,2
2026-02-07,GBK,111.36124318181818,0.0,1.8,0.0,0,0,0.0,38,1,5,2
2026-02-07,Pasar Senen,51.26604545454546,0.0,1.8,0.0,0,0,0.0,38,1,5,2
2026-02-07,Gang Sempit Tambora,9.683586363636365,0.0,1.8,0.0,0,0,0.0,38,1,5,2
2026-02-08,JIS,145.94350909090912,0.0,0.0,1.8,0,0,0.0,39,1,6,2
2026-02-08,GBK,113.22204772727272,0.0,0.0,1.8,0,0,0.0,39,1,6,2
2026-02-08,Pasar Senen,52.122681818181825,0.0,0.0,1.8,0,0,0.0,39,1,6,2
2026-02-08,Gang Sempit Tambora,9.845395454545455,0.0,0.0,1.8,0,0,0.0,39,1,6,2
2026-02-09,JIS,127.77490909090908,12.6,0.0,0.0,0,0,0.0,40,0,0,2
2026-02-09,GBK,90.50722727272726,12.6,0.0,0.0,0,0,0.0,40,0,0,2
2026-02-09,Pasar Senen,52.707150000000006,12.6,0.0,0.0,0,0,0.0,40,0,0,2
2026-02-09,Gang Sempit Tambora,9.050722727272728,12.6,0.0,0.0,0,0,0.0,40,0,0,2
2026-02-10,JIS,131.72290909090907,7.5,12.6,0.0,0,0,0.0,41,0,1,2
2026-02-10,GBK,93.30372727272727,7.5,12.6,0.0,0,0,0.0,41,0,1,2
2026-02-10,Pasar Senen,54.3357,7.5,12.6,0.0,0,0,0.0,41,0,1,2
2026-02-10,Gang Sempit Tambora,9.330372727272728,7.5,12.6,0.0,0,0,0.0,41,0,1,2
2026-02-11,JIS,121.54036363636364,0.0,7.5,12.6,0,0,0.0,42,0,2,2
2026-02-11,GBK,86.09109090909091,0.0,7.5,12.6,0,0,0.0,42,0,2,2
2026-02-11,Pasar Senen,50.135400000000004,0.0,7.5,12.6,0,0,0.0,42,0,2,2
2026-02-11,Gang Sempit Tambora,8.609109090909092,0.0,7.5,12.6,0,0,0.0,42,0,2,2
2026-02-12,JIS,127.24472727272727,0.0,0.0,7.5,0,0,0.0,43,0,3,2
2026-02-12,GBK,90.13168181818182,0.0,0.0,7.5,0,0,0.0,43,0,3,2
2026-02-12,Pasar Senen,52.48845,0.0,0.0,7.5,0,0,0.0,43,0,3,2
2026-02-12,Gang Sempit Tambora,9.013168181818182,0.0,0.0,7.5,0,0,0.0,43,0,3,2
2026-02-13,JIS,132.25963636363636,0.0,0.0,0.0,0,0,0.0,44,0,4,2
2026-02-13,GBK,93.6839090909091,0.0,0.0,0.0,0,0,0.0,44,0,4,2
2026-02-13,Pasar Senen,54.557100000000005,0.0,0.0,0.0,0,0,0.0,44,0,4,2
2026-02-13,Gang Sempit Tambora,9.368390909090909,0.0,0.0,0.0,0,0,0.0,44,0,4,2
2026-02-14,JIS,143.59990909090908,7.5,0.0,0.0,0,0,0.0,45,1,5,2
2026-02-14,GBK,111.4038977272727,7.5,0.0,0.0,0,0,0.0,45,1,5,2
2026-02-14,Pasar Senen,51.285681818181814,7.5,0.0,0.0,0,0,0.0,45,1,5,2
2026-02-14,Gang Sempit Tambora,9.687295454545454,7.5,0.0,0.0,0,0,0.0,45,1,5,2
2026-02-15,JIS,187.3894909090909,1.5,7.5,0.0,0,1,1.1,46,1,6,2
2026-02-15,GBK,147.11495227272727,1.5,7.5,0.0,0,1,1.1,46,1,6,2
2026-02-15,Pasar Senen,60.73731818181818,1.5,7.5,0.0,0,0,0.0,46,1,6,2
2026-02-15,Gang Sempit Tambora,11.472604545454546,1.5,7.5,0.0,0,0,0.0,46,1,6,2
2026-02-16,JIS,187.62327272727273,10.6,1.5,7.5,0,1,2.1,47,0,0,2
2026-02-16,GBK,135.7873181818182,10.6,1.5,7.5,0,1,2.1,47,0,0,2
2026-02-16,Pasar Senen,64.40085,10.6,1.5,7.5,0,0,0.0,47,0,0,2
2026-02-16,Gang Sempit Tambora,11.058731818181819,10.6,1.5,7.5,0,0,0.0,47,0,0,2
2026-02-17,JIS,204.26945454545455,0.0,10.6,1.5,1,1,2.5,48,0,1,2
2026-02-17,GBK,148.12836363636364,0.0,10.6,1.5,1,1,2.5,48,0,1,2
2026-02-17,Pasar Senen,68.79240000000001,0.0,10.6,1.5,1,0,0.0,48,0,1,2
2026-02-17,Gang Sempit Tambora,11.812836363636366,0.0,10.6,1.5,1,0,0.0,48,0,1,2
2026-02-18,JIS,189.6970909090909,2.0,0.0,10.6,0,1,2.1,49,0,2,2
2026-02-18,GBK,137.25627272727274,2.0,0.0,10.6,0,1,2.1,49,0,2,2
2026-02-18,Pasar Senen,65.25630000000001,2.0,0.0,10.6,0,0,0.0,49,0,2,2
2026-02-18,Gang Sempit Tambora,11.205627272727273,2.0,0.0,10.6,0,0,0.0,49,0,2,2
2026-02-19,JIS,162.56945454545456,0.0,2.0,0.0,0,1,1.1,50,0,3,2
2026-02-19,GBK,116.66586363636365,0.0,2.0,0.0,0,1,1.1,50,0,3,2
2026-02-19,Pasar Senen,60.253650000000015,0.0,2.0,0.0,0,0,0.0,50,0,3,2
2026-02-19,Gang Sempit Tambora,10.346586363636366,0.0,2.0,0.0,0,0,0.0,50,0,3,2
2026-02-20,JIS,124.46072727272727,5.6,0.0,2.0,0,0,0.0,51,0,4,2
2026-02-20,GBK,88.15968181818181,5.6,0.0,2.0,0,0,0.0,51,0,4,2
2026-02-20,Pasar Senen,51.340050000000005,5.6,0.0,2.0,0,0,0.0,51,0,4,2
2026-02-20,Gang Sempit Tambora,8.815968181818182,5.6,0.0,2.0,0,0,0.0,51,0,4,2
2026-02-21,JIS,133.93341818181818,0.0,5.6,0.0,0,0,0.0,52,1,5,2
2026-02-21,GBK,103.90469545454545,0.0,5.6,0.0,0,0,0.0,52,1,5,2
2026-02-21,Pasar Senen,47.833363636363636,0.0,5.6,0.0,0,0,0.0,52,1,5,2
2026-02-21,Gang Sempit Tambora,9.03519090909091,0.0,5.6,0.0,0,0,0.0,52,1,5,2
2026-02-22,JIS,136.51412727272728,0.0,0.0,5.6,0,0,0.0,53,1,6,2
2026-02-22,GBK,105.90679318181819,0.0,0.0,5.6,0,0,0.0,53,1,6,2
2026-02-22,Pasar Senen,48.75504545454546,0.0,0.0,5.6,0,0,0.0,53,1,6,2
2026-02-22,Gang Sempit Tambora,9.209286363636366,0.0,0.0,5.6,0,0,0.0,53,1,6,2
2026-02-23,JIS,126.03272727272727,0.0,0.0,0.0,0,0,0.0,54,0,0,2
2026-02-23,GBK,89.27318181818183,0.0,0.0,0.0,0,0,0.0,54,0,0,2
2026-02-23,Pasar Senen,51.98850000000001,0.0,0.0,0.0,0,0,0.0,54,0,0,2
2026-02-23,Gang Sempit Tambora,8.927318181818183,0.0,0.0,0.0,0,0,0.0,54,0,0,2
2026-02-24,JIS,126.75163636363635,0.0,0.0,0.0,0,0,0.0,55,0,1,2
2026-02-24,GBK,89.78240909090908,0.0,0.0,0.0,0,0,0.0,55,0,1,2
2026-02-24,Pasar Senen,52.285050000000005,0.0,0.0,0.0,0,0,0.0,55,0,1,2
2026-02-24,Gang Sempit Tambora,8.978240909090909,0.0,0.0,0.0,0,0,0.0,55,0,1,2
2026-02-25,JIS,124.13672727272727,0.0,0.0,0.0,0,0,0.0,56,0,2,2
2026-02-25,GBK,87.93018181818182,0.0,0.0,0.0,0,0,0.0,56,0,2,2
2026-02-25,Pasar Senen,51.2064,0.0,0.0,0.0,0,0,0.0,56,0,2,2
2026-02-25,Gang Sempit Tambora,8.793018181818182,0.0,0.0,0.0,0,0,0.0,56,0,2,2
2026-02-26,JIS,133.46945454545457,14.6,0.0,0.0,0,0,0.0,57,0,3,2
2026-02-26,GBK,94.54086363636365,14.6,0.0,0.0,0,0,0.0,57,0,3,2
2026-02-26,Pasar Senen,55.05615000000001,14.6,0.0,0.0,0,0,0.0,57,0,3,2
2026-02-26,Gang Sempit Tambora,9.454086363636366,14.6,0.0,0.0,0,0,0.0,57,0,3,2
2026-02-27,JIS,137.38145454545455,1.0,14.6,0.0,0,0,0.0,58,0,4,2
2026-02-27,GBK,97.31186363636363,1.0,14.6,0.0,0,0,0.0,58,0,4,2
2026-02-27,Pasar Senen,56.669850000000004,1.0,14.6,0.0,0,0,0.0,58,0,4,2
2026-02-27,Gang Sempit Tambora,9.731186363636365,1.0,14.6,0.0,0,0,0.0,58,0,4,2
2026-02-28,JIS,146.2275818181818,0.0,1.0,14.6,0,0,0.0,59,1,5,2
2026-02-28,GBK,113.44242954545453,0.0,1.0,14.6,0,0,0.0,59,1,5,2
2026-02-28,Pasar Senen,52.22413636363636,0.0,1.0,14.6,0,0,0.0,59,1,5,2
2026-02-28,Gang Sempit Tambora,9.864559090909092,0.0,1.0,14.6,0,0,0.0,59,1,5,2
2026-03-01,JIS,152.5986,0.0,0.0,1.0,0,0,0.0,60,1,6,3
2026-03-01,GBK,118.38502499999998,0.0,0.0,1.0,0,0,0.0,60,1,6,3
2026-03-01,Pasar Senen,54.4995,0.0,0.0,1.0,0,0,0.0,60,1,6,3
2026-03-01,Gang Sempit Tambora,10.29435,0.0,0.0,1.0,0,0,0.0,60,1,6,3
2026-03-02,JIS,129.26945454545455,3.1,0.0,0.0,0,0,0.0,61,0,0,3
2026-03-02,GBK,91.56586363636364,3.1,0.0,0.0,0,0,0.0,61,0,0,3
2026-03-02,Pasar Senen,53.323650000000015,3.1,0.0,0.0,0,0,0.0,61,0,0,3
2026-03-02,Gang Sempit Tambora,9.156586363636366,3.1,0.0,0.0,0,0,0.0,61,0,0,3
2026-03-03,JIS,135.03272727272727,0.0,3.1,0.0,0,0,0.0,62,0,1,3
2026-03-03,GBK,95.64818181818183,0.0,3.1,0.0,0,0,0.0,62,0,1,3
2026-03-03,Pasar Senen,55.70100000000001,0.0,3.1,0.0,0,0,0.0,62,0,1,3
2026-03-03,Gang Sempit Tambora,9.564818181818183,0.0,3.1,0.0,0,0,0.0,62,0,1,3
2026-03-04,JIS,139.9069090909091,1.2,0.0,3.1,0,0,0.0,63,0,2,3
2026-03-04,GBK,99.10072727272728,1.2,0.0,3.1,0,0,0.0,63,0,2,3
2026-03-04,Pasar Senen,57.711600000000004,1.2,0.0,3.1,0,0,0.0,63,0,2,3
2026-03-04,Gang Sempit Tambora,9.910072727272729,1.2,0.0,3.1,0,0,0.0,63,0,2,3
2026-03-05,JIS,134.04981818181818,0.0,1.2,0.0,0,0,0.0,64,0,3,3
2026-03-05,GBK,94.95195454545456,0.0,1.2,0.0,0,0,0.0,64,0,3,3
2026-03-05,Pasar Senen,55.29555000000001,0.0,1.2,0.0,0,0,0.0,64,0,3,3
2026-03-05,Gang Sempit Tambora,9.495195454545456,0.0,1.2,0.0,0,0,0.0,64,0,3,3
2026-03-06,JIS,139.97454545454548,5.4,0.0,1.2,0,0,0.0,65,0,4,3
2026-03-06,GBK,99.14863636363637,5.4,0.0,1.2,0,0,0.0,65,0,4,3
2026-03-06,Pasar Senen,57.739500000000014,5.4,0.0,1.2,0,0,0.0,65,0,4,3
2026-03-06,Gang Sempit Tambora,9.914863636363638,5.4,0.0,1.2,0,0,0.0,65,0,4,3
2026-03-07,JIS,161.4460909090909,14.1,5.4,0.0,0,0,0.0,66,1,5,3
2026-03-07,GBK,125.24885227272726,14.1,5.4,0.0,0,0,0.0,66,1,5,3
2026-03-07,Pasar Senen,57.65931818181818,14.1,5.4,0.0,0,0,0.0,66,1,5,3
2026-03-07,Gang Sempit Tambora,10.891204545454546,14.1,5.4,0.0,0,0,0.0,66,1,5,3
2026-03-08,JIS,157.82301818181818,0.0,14.1,5.4,0,0,0.0,67,1,6,3
2026-03-08,GBK,122.43809545454545,0.0,14.1,5.4,0,0,0.0,67,1,6,3
2026-03-08,Pasar Senen,56.36536363636364,0.0,14.1,5.4,0,0,0.0,67,1,6,3
2026-03-08,Gang Sempit Tambora,10.64679090909091,0.0,14.1,5.4,0,0,0.0,67,1,6,3
2026-03-09,JIS,127.7149090909091,0.0,0.0,14.1,0,0,0.0,68,0,0,3
2026-03-09,GBK,90.46472727272729,0.0,0.0,14.1,0,0,0.0,68,0,0,3
2026-03-09,Pasar Senen,52.68240000000001,0.0,0.0,14.1,0,0,0.0,68,0,0,3
2026-03-09,Gang Sempit Tambora,9.046472727272729,0.0,0.0,14.1,0,0,0.0,68,0,0,3
2026-03-10,JIS,128.31163636363635,8.3,0.0,0.0,0,0,0.0,69,0,1,3
2026-03-10,GBK,90.88740909090909,8.3,0.0,0.0,0,0,0.0,69,0,1,3
2026-03-10,Pasar Senen,52.92855000000001,8.3,0.0,0.0,0,0,0.0,69,0,1,3
2026-03-10,Gang Sempit Tambora,9.08874090909091,8.3,0.0,0.0,0,0,0.0,69,0,1,3
2026-03-11,JIS,123.89563636363637,0.0,8.3,0.0,0,0,0.0,70,0,2,3
