Tanggal,Location,City,Population_Jiwa,Normal_Avg_Ton,Zone_Type,Rainfall_mm,Rain_Lag_1,Is_Weekend,Hari_Dalam_Minggu,Bulan,Is_Mudik,Ada_Event,Event_Crowd_Headcount,Volume_Sampah_Ton
2024-01-01,Pasar Rebo,Jakarta Timur,220000,169.5,Permukiman Padat,54.2,0.0,0,0,1,0,0,0.0,196.1
2024-01-01,Pulo Gadung,Jakarta Timur,300000,248.6,Industri & Pergudangan,54.2,0.0,0,0,1,0,0,0.0,309.06
2024-01-01,Kepulauan Seribu Utara,Kepulauan Seribu,16000,12.4,Kepulauan,54.2,0.0,0,0,1,0,0,0.0,13.29
2024-01-01,Kepulauan Seribu Selatan,Kepulauan Seribu,13000,10.2,Kepulauan,54.2,0.0,0,0,1,0,0,0.0,11.66
2024-01-02,Menteng,Jakarta Pusat,88000,135.5,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,133.98
2024-01-02,Senen,Jakarta Pusat,128000,203.4,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,214.31
2024-01-02,Cempaka Putih,Jakarta Pusat,96000,101.7,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,98.34
2024-01-02,Johar Baru,Jakarta Pusat,130000,79.1,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,81.42
2024-01-02,Kemayoran,Jakarta Pusat,255000,203.4,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,212.29
2024-01-02,Sawah Besar,Jakarta Pusat,126000,124.3,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,140.69
2024-01-02,Tanah Abang,Jakarta Pusat,175000,282.4,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,363.23
2024-01-02,Gambir,Jakarta Pusat,97000,169.5,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,182.02
2024-01-02,Penjaringan,Jakarta Utara,312000,316.4,Pesisir & Pelabuhan,0.0,54.2,0,1,1,0,0,0.0,357.31
2024-01-02,Tanjung Priok,Jakarta Utara,415000,293.8,Pesisir & Pelabuhan,0.0,54.2,0,1,1,0,0,0.0,277.67
2024-01-02,Koja,Jakarta Utara,330000,214.7,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,194.74
2024-01-02,Cilincing,Jakarta Utara,430000,327.7,Industri & Pergudangan,0.0,54.2,0,1,1,0,0,0.0,377.23
2024-01-02,Pademangan,Jakarta Utara,168000,158.2,Pariwisata & Olahraga,0.0,54.2,0,1,1,0,0,0.0,169.95
2024-01-02,Kelapa Gading,Jakarta Utara,143000,214.7,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,257.24
2024-01-02,Cengkareng,Jakarta Barat,592000,384.2,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,407.41
2024-01-02,Grogol Petamburan,Jakarta Barat,240000,248.6,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,290.35
2024-01-02,Kalideres,Jakarta Barat,460000,293.8,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,326.12
2024-01-02,Kebon Jeruk,Jakarta Barat,380000,237.3,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,265.23
2024-01-02,Kembangan,Jakarta Barat,310000,203.4,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,230.59
2024-01-02,Palmerah,Jakarta Barat,205000,180.8,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,195.02
2024-01-02,Taman Sari,Jakarta Barat,125000,113.0,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,118.83
2024-01-02,Tambora,Jakarta Barat,270000,90.4,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,87.46
2024-01-02,Cilandak,Jakarta Selatan,215000,203.4,Permukiman Menengah,0.0,54.2,0,1,1,0,0,0.0,198.98
2024-01-02,Jagakarsa,Jakarta Selatan,390000,248.6,Permukiman Menengah,0.0,54.2,0,1,1,0,0,0.0,265.29
2024-01-02,Kebayoran Baru,Jakarta Selatan,145000,237.3,Pariwisata & Olahraga,0.0,54.2,0,1,1,0,0,0.0,251.86
2024-01-02,Kebayoran Lama,Jakarta Selatan,310000,259.9,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,275.5
2024-01-02,Mampang Prapatan,Jakarta Selatan,150000,135.6,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,150.74
2024-01-02,Pancoran,Jakarta Selatan,170000,146.9,Permukiman Menengah,0.0,54.2,0,1,1,0,0,0.0,151.82
2024-01-02,Pasar Minggu,Jakarta Selatan,315000,271.2,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,314.66
2024-01-02,Pesanggrahan,Jakarta Selatan,250000,180.8,Permukiman Menengah,0.0,54.2,0,1,1,0,0,0.0,167.91
2024-01-02,Setiabudi,Jakarta Selatan,110000,214.7,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,231.0
2024-01-02,Tebet,Jakarta Selatan,220000,192.1,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,216.46
2024-01-02,Cakung,Jakarta Timur,559000,395.5,Industri & Pergudangan,0.0,54.2,0,1,1,0,0,0.0,431.86
2024-01-02,Cipayung,Jakarta Timur,290000,158.2,Permukiman Menengah,0.0,54.2,0,1,1,0,0,0.0,166.26
2024-01-02,Ciracas,Jakarta Timur,310000,214.7,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,230.93
2024-01-02,Duren Sawit,Jakarta Timur,420000,339.0,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,353.91
2024-01-02,Jatinegara,Jakarta Timur,315000,271.2,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,295.51
2024-01-02,Kramat Jati,Jakarta Timur,300000,248.6,Pusat Komersial,0.0,54.2,0,1,1,0,0,0.0,274.79
2024-01-02,Makasar,Jakarta Timur,210000,180.8,Permukiman Menengah,0.0,54.2,0,1,1,0,0,0.0,200.78
2024-01-02,Matraman,Jakarta Timur,175000,146.9,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,140.0
2024-01-02,Pasar Rebo,Jakarta Timur,220000,169.5,Permukiman Padat,0.0,54.2,0,1,1,0,0,0.0,176.28
2024-01-02,Pulo Gadung,Jakarta Timur,300000,248.6,Industri & Pergudangan,0.0,54.2,0,1,1,0,0,0.0,257.67
2024-01-02,Kepulauan Seribu Utara,Kepulauan Seribu,16000,12.4,Kepulauan,0.0,54.2,0,1,1,0,0,0.0,12.33
2024-01-02,Kepulauan Seribu Selatan,Kepulauan Seribu,13000,10.2,Kepulauan,0.0,54.2,0,1,1,0,0,0.0,10.6
2024-01-03,Menteng,Jakarta Pusat,88000,135.5,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,141.14
2024-01-03,Senen,Jakarta Pusat,128000,203.4,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,225.0
2024-01-03,Cempaka Putih,Jakarta Pusat,96000,101.7,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,100.7
2024-01-03,Johar Baru,Jakarta Pusat,130000,79.1,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,67.03
2024-01-03,Kemayoran,Jakarta Pusat,255000,203.4,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,210.9
2024-01-03,Sawah Besar,Jakarta Pusat,126000,124.3,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,148.51
2024-01-03,Tanah Abang,Jakarta Pusat,175000,282.4,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,277.11
2024-01-03,Gambir,Jakarta Pusat,97000,169.5,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,149.71
2024-01-03,Penjaringan,Jakarta Utara,312000,316.4,Pesisir & Pelabuhan,3.1,0.0,0,2,1,0,0,0.0,331.79
2024-01-03,Tanjung Priok,Jakarta Utara,415000,293.8,Pesisir & Pelabuhan,3.1,0.0,0,2,1,0,0,0.0,315.56
2024-01-03,Koja,Jakarta Utara,330000,214.7,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,232.76
2024-01-03,Cilincing,Jakarta Utara,430000,327.7,Industri & Pergudangan,3.1,0.0,0,2,1,0,0,0.0,377.5
2024-01-03,Pademangan,Jakarta Utara,168000,158.2,Pariwisata & Olahraga,3.1,0.0,0,2,1,0,0,0.0,165.91
2024-01-03,Kelapa Gading,Jakarta Utara,143000,214.7,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,226.2
2024-01-03,Cengkareng,Jakarta Barat,592000,384.2,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,348.84
2024-01-03,Grogol Petamburan,Jakarta Barat,240000,248.6,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,292.91
2024-01-03,Kalideres,Jakarta Barat,460000,293.8,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,292.8
2024-01-03,Kebon Jeruk,Jakarta Barat,380000,237.3,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,241.63
2024-01-03,Kembangan,Jakarta Barat,310000,203.4,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,199.72
2024-01-03,Palmerah,Jakarta Barat,205000,180.8,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,185.57
2024-01-03,Taman Sari,Jakarta Barat,125000,113.0,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,119.35
2024-01-03,Tambora,Jakarta Barat,270000,90.4,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,88.84
2024-01-03,Cilandak,Jakarta Selatan,215000,203.4,Permukiman Menengah,3.1,0.0,0,2,1,0,0,0.0,217.9
2024-01-03,Jagakarsa,Jakarta Selatan,390000,248.6,Permukiman Menengah,3.1,0.0,0,2,1,0,0,0.0,242.21
2024-01-03,Kebayoran Baru,Jakarta Selatan,145000,237.3,Pariwisata & Olahraga,3.1,0.0,0,2,1,0,0,0.0,246.3
2024-01-03,Kebayoran Lama,Jakarta Selatan,310000,259.9,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,259.34
2024-01-03,Mampang Prapatan,Jakarta Selatan,150000,135.6,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,145.77
2024-01-03,Pancoran,Jakarta Selatan,170000,146.9,Permukiman Menengah,3.1,0.0,0,2,1,0,0,0.0,151.93
2024-01-03,Pasar Minggu,Jakarta Selatan,315000,271.2,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,301.86
2024-01-03,Pesanggrahan,Jakarta Selatan,250000,180.8,Permukiman Menengah,3.1,0.0,0,2,1,0,0,0.0,189.04
2024-01-03,Setiabudi,Jakarta Selatan,110000,214.7,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,233.17
2024-01-03,Tebet,Jakarta Selatan,220000,192.1,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,217.65
2024-01-03,Cakung,Jakarta Timur,559000,395.5,Industri & Pergudangan,3.1,0.0,0,2,1,0,0,0.0,400.78
2024-01-03,Cipayung,Jakarta Timur,290000,158.2,Permukiman Menengah,3.1,0.0,0,2,1,0,0,0.0,179.57
2024-01-03,Ciracas,Jakarta Timur,310000,214.7,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,214.05
2024-01-03,Duren Sawit,Jakarta Timur,420000,339.0,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,302.62
2024-01-03,Jatinegara,Jakarta Timur,315000,271.2,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,250.55
2024-01-03,Kramat Jati,Jakarta Timur,300000,248.6,Pusat Komersial,3.1,0.0,0,2,1,0,0,0.0,278.99
2024-01-03,Makasar,Jakarta Timur,210000,180.8,Permukiman Menengah,3.1,0.0,0,2,1,0,0,0.0,174.75
2024-01-03,Matraman,Jakarta Timur,175000,146.9,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,126.08
2024-01-03,Pasar Rebo,Jakarta Timur,220000,169.5,Permukiman Padat,3.1,0.0,0,2,1,0,0,0.0,163.75
2024-01-03,Pulo Gadung,Jakarta Timur,300000,248.6,Industri & Pergudangan,3.1,0.0,0,2,1,0,0,0.0,220.81
2024-01-03,Kepulauan Seribu Utara,Kepulauan Seribu,16000,12.4,Kepulauan,3.1,0.0,0,2,1,0,0,0.0,13.35
2024-01-03,Kepulauan Seribu Selatan,Kepulauan Seribu,13000,10.2,Kepulauan,3.1,0.0,0,2,1,0,0,0.0,9.36
2024-01-04,Menteng,Jakarta Pusat,88000,135.5,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,136.92
2024-01-04,Senen,Jakarta Pusat,128000,203.4,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,213.27
2024-01-04,Cempaka Putih,Jakarta Pusat,96000,101.7,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,120.02
2024-01-04,Johar Baru,Jakarta Pusat,130000,79.1,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,78.97
2024-01-04,Kemayoran,Jakarta Pusat,255000,203.4,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,215.31
2024-01-04,Sawah Besar,Jakarta Pusat,126000,124.3,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,131.55
2024-01-04,Tanah Abang,Jakarta Pusat,175000,282.4,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,295.77
2024-01-04,Gambir,Jakarta Pusat,97000,169.5,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,167.89
2024-01-04,Penjaringan,Jakarta Utara,312000,316.4,Pesisir & Pelabuhan,1.1,3.1,0,3,1,0,0,0.0,312.15
2024-01-04,Tanjung Priok,Jakarta Utara,415000,293.8,Pesisir & Pelabuhan,1.1,3.1,0,3,1,0,0,0.0,277.67
2024-01-04,Koja,Jakarta Utara,330000,214.7,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,217.85
2024-01-04,Cilincing,Jakarta Utara,430000,327.7,Industri & Pergudangan,1.1,3.1,0,3,1,0,0,0.0,325.99
2024-01-04,Pademangan,Jakarta Utara,168000,158.2,Pariwisata & Olahraga,1.1,3.1,0,3,1,0,0,0.0,151.42
2024-01-04,Kelapa Gading,Jakarta Utara,143000,214.7,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,234.31
2024-01-04,Cengkareng,Jakarta Barat,592000,384.2,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,392.14
2024-01-04,Grogol Petamburan,Jakarta Barat,240000,248.6,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,252.44
2024-01-04,Kalideres,Jakarta Barat,460000,293.8,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,295.11
2024-01-04,Kebon Jeruk,Jakarta Barat,380000,237.3,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,225.79
2024-01-04,Kembangan,Jakarta Barat,310000,203.4,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,214.05
2024-01-04,Palmerah,Jakarta Barat,205000,180.8,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,186.14
2024-01-04,Taman Sari,Jakarta Barat,125000,113.0,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,116.64
2024-01-04,Tambora,Jakarta Barat,270000,90.4,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,97.78
2024-01-04,Cilandak,Jakarta Selatan,215000,203.4,Permukiman Menengah,1.1,3.1,0,3,1,0,0,0.0,205.15
2024-01-04,Jagakarsa,Jakarta Selatan,390000,248.6,Permukiman Menengah,1.1,3.1,0,3,1,0,0,0.0,266.32
2024-01-04,Kebayoran Baru,Jakarta Selatan,145000,237.3,Pariwisata & Olahraga,1.1,3.1,0,3,1,0,0,0.0,233.78
2024-01-04,Kebayoran Lama,Jakarta Selatan,310000,259.9,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,285.58
2024-01-04,Mampang Prapatan,Jakarta Selatan,150000,135.6,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,163.04
2024-01-04,Pancoran,Jakarta Selatan,170000,146.9,Permukiman Menengah,1.1,3.1,0,3,1,0,0,0.0,149.08
2024-01-04,Pasar Minggu,Jakarta Selatan,315000,271.2,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,262.17
2024-01-04,Pesanggrahan,Jakarta Selatan,250000,180.8,Permukiman Menengah,1.1,3.1,0,3,1,0,0,0.0,173.62
2024-01-04,Setiabudi,Jakarta Selatan,110000,214.7,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,231.37
2024-01-04,Tebet,Jakarta Selatan,220000,192.1,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,235.98
2024-01-04,Cakung,Jakarta Timur,559000,395.5,Industri & Pergudangan,1.1,3.1,0,3,1,0,0,0.0,426.67
2024-01-04,Cipayung,Jakarta Timur,290000,158.2,Permukiman Menengah,1.1,3.1,0,3,1,0,0,0.0,159.62
2024-01-04,Ciracas,Jakarta Timur,310000,214.7,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,224.58
2024-01-04,Duren Sawit,Jakarta Timur,420000,339.0,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,313.0
2024-01-04,Jatinegara,Jakarta Timur,315000,271.2,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,305.22
2024-01-04,Kramat Jati,Jakarta Timur,300000,248.6,Pusat Komersial,1.1,3.1,0,3,1,0,0,0.0,265.52
2024-01-04,Makasar,Jakarta Timur,210000,180.8,Permukiman Menengah,1.1,3.1,0,3,1,0,0,0.0,174.25
2024-01-04,Matraman,Jakarta Timur,175000,146.9,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,164.24
2024-01-04,Pasar Rebo,Jakarta Timur,220000,169.5,Permukiman Padat,1.1,3.1,0,3,1,0,0,0.0,153.92
2024-01-04,Pulo Gadung,Jakarta Timur,300000,248.6,Industri & Pergudangan,1.1,3.1,0,3,1,0,0,0.0,243.52
2024-01-04,Kepulauan Seribu Utara,Kepulauan Seribu,16000,12.4,Kepulauan,1.1,3.1,0,3,1,0,0,0.0,10.95
2024-01-04,Kepulauan Seribu Selatan,Kepulauan Seribu,13000,10.2,Kepulauan,1.1,3.1,0,3,1,0,0,0.0,11.73
2024-01-05,Menteng,Jakarta Pusat,88000,135.5,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,156.8
2024-01-05,Senen,Jakarta Pusat,128000,203.4,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,220.11
2024-01-05,Cempaka Putih,Jakarta Pusat,96000,101.7,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,89.24
2024-01-05,Johar Baru,Jakarta Pusat,130000,79.1,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,75.7
2024-01-05,Kemayoran,Jakarta Pusat,255000,203.4,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,240.08
2024-01-05,Sawah Besar,Jakarta Pusat,126000,124.3,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,146.69
2024-01-05,Tanah Abang,Jakarta Pusat,175000,282.4,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,306.02
2024-01-05,Gambir,Jakarta Pusat,97000,169.5,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,181.12
2024-01-05,Penjaringan,Jakarta Utara,312000,316.4,Pesisir & Pelabuhan,0.0,1.1,0,4,1,0,0,0.0,324.08
2024-01-05,Tanjung Priok,Jakarta Utara,415000,293.8,Pesisir & Pelabuhan,0.0,1.1,0,4,1,0,0,0.0,287.38
2024-01-05,Koja,Jakarta Utara,330000,214.7,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,188.12
2024-01-05,Cilincing,Jakarta Utara,430000,327.7,Industri & Pergudangan,0.0,1.1,0,4,1,0,0,0.0,353.84
2024-01-05,Pademangan,Jakarta Utara,168000,158.2,Pariwisata & Olahraga,0.0,1.1,0,4,1,0,0,0.0,167.36
2024-01-05,Kelapa Gading,Jakarta Utara,143000,214.7,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,181.28
2024-01-05,Cengkareng,Jakarta Barat,592000,384.2,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,350.9
2024-01-05,Grogol Petamburan,Jakarta Barat,240000,248.6,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,269.36
2024-01-05,Kalideres,Jakarta Barat,460000,293.8,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,265.27
2024-01-05,Kebon Jeruk,Jakarta Barat,380000,237.3,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,257.96
2024-01-05,Kembangan,Jakarta Barat,310000,203.4,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,196.27
2024-01-05,Palmerah,Jakarta Barat,205000,180.8,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,185.5
2024-01-05,Taman Sari,Jakarta Barat,125000,113.0,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,109.81
2024-01-05,Tambora,Jakarta Barat,270000,90.4,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,88.55
2024-01-05,Cilandak,Jakarta Selatan,215000,203.4,Permukiman Menengah,0.0,1.1,0,4,1,0,0,0.0,171.44
2024-01-05,Jagakarsa,Jakarta Selatan,390000,248.6,Permukiman Menengah,0.0,1.1,0,4,1,0,0,0.0,253.34
2024-01-05,Kebayoran Baru,Jakarta Selatan,145000,237.3,Pariwisata & Olahraga,0.0,1.1,0,4,1,0,0,0.0,232.69
2024-01-05,Kebayoran Lama,Jakarta Selatan,310000,259.9,Permukiman Padat,0.0,1.1,0,4,1,0,0,0.0,283.95
2024-01-05,Mampang Prapatan,Jakarta Selatan,150000,135.6,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,157.97
2024-01-05,Pancoran,Jakarta Selatan,170000,146.9,Permukiman Menengah,0.0,1.1,0,4,1,0,0,0.0,156.27
2024-01-05,Pasar Minggu,Jakarta Selatan,315000,271.2,Pusat Komersial,0.0,1.1,0,4,1,0,0,0.0,301.54
2024-01-05,Pesanggrahan,Jakarta Selatan,250000,180.8,Permukiman Menengah,0.0,1.1,0,4,1,0,0,0.0,197.38
