Tanggal,Ada_Event,Penumpang_MRT,Curah_Hujan_mm,Hari_Dalam_Minggu,Bulan,Is_Weekend,Hujan_Kemarin,Volume_Sampah_Ton
2023-04-07,0.0,91151,18.841599570822737,4,4,0,25.24673130194123,8452.8
2023-04-08,0.0,74597,4.650863262339289,5,4,1,18.841599570822737,9074.1
2023-04-09,0.0,83894,14.291037812292833,6,4,1,4.650863262339289,8770.05
2023-04-10,0.0,66270,5.41116245586956,0,4,0,14.291037812292833,7893.29
2023-04-11,0.0,76453,0.0,1,4,0,5.41116245586956,8034.64
2023-04-12,0.0,89070,0.0,2,4,0,0.0,7895.08
2023-04-13,0.0,67072,2.619405272936882,3,4,0,0.0,8048.54
2023-04-14,0.0,89621,0.0,4,4,0,2.619405272936882,7761.13
2023-04-15,0.0,90059,36.46455096285276,5,4,1,0.0,8824.22
2023-04-16,0.0,84003,27.89339215018931,6,4,1,36.46455096285276,9082.05
2023-04-17,0.0,103001,9.426452612690564,0,4,0,27.89339215018931,8526.03
2023-04-18,0.0,71097,0.0,1,4,0,9.426452612690564,7953.67
2023-04-19,0.0,97000,0.0,2,4,0,0.0,8083.79
2023-04-20,0.0,110645,12.51504417002714,3,4,0,0.0,8277.93
2023-04-21,0.0,91955,9.108493516726417,4,4,0,12.51504417002714,8111.0
2023-04-22,0.0,87374,14.498658828606787,5,4,1,9.108493516726417,8792.0
2023-04-23,0.0,77285,10.91551803068566,6,4,1,14.498658828606787,8732.08
2023-04-24,0.0,88234,2.7641584351966872,0,4,0,10.91551803068566,8044.09
2023-04-25,0.0,104173,9.51655100549679,1,4,0,2.7641584351966872,8143.65
2023-04-26,0.0,114922,0.0,2,4,0,9.51655100549679,8115.13
2023-04-27,0.0,78802,6.840680888489748,3,4,0,0.0,8001.14
2023-04-28,0.0,92236,4.108839097310018,4,4,0,6.840680888489748,8180.38
2023-04-29,0.0,102424,2.564442663333424,5,4,1,4.108839097310018,8885.03
2023-04-30,0.0,115619,10.768372865177195,6,4,1,2.564442663333424,8561.12
2023-05-01,0.0,89297,0.0,0,5,0,10.768372865177195,8279.03
2023-05-02,0.0,84039,9.551596167553914,1,5,0,0.0,8352.86
2023-05-03,0.0,80118,4.459862155085855,2,5,0,9.551596167553914,7587.49
2023-05-04,0.0,84411,0.0,3,5,0,4.459862155085855,8156.74
2023-05-05,0.0,63129,8.069571043406427,4,5,0,0.0,8021.01
2023-05-06,0.0,95890,4.361590668947702,5,5,1,8.069571043406427,8652.11
2023-05-07,0.0,108813,0.0,6,5,1,4.361590668947702,8954.66
2023-05-08,0.0,104787,16.50339088563142,0,5,0,0.0,8251.98
2023-05-09,0.0,85078,4.42544627120939,1,5,0,16.50339088563142,8174.88
2023-05-10,0.0,86399,11.847516285596985,2,5,0,4.42544627120939,8253.94
2023-05-11,0.0,83140,3.155063471696469,3,5,0,11.847516285596985,8338.13
2023-05-12,0.0,68696,10.701760428696938,4,5,0,3.155063471696469,7942.37
2023-05-13,0.0,84250,4.145265869630559,5,5,1,10.701760428696938,8496.19
2023-05-14,0.0,73037,0.0,6,5,1,4.145265869630559,8689.83
2023-05-15,0.0,71946,13.632906759821923,0,5,0,0.0,8171.87
2023-05-16,0.0,98518,8.809295038753246,1,5,0,13.632906759821923,8024.44
2023-05-17,0.0,71118,17.475490261306682,2,5,0,8.809295038753246,7881.6
2023-05-18,0.0,79158,4.004376304956631,3,5,0,17.475490261306682,8482.31
2023-05-19,0.0,70947,4.627281887157521,4,5,0,4.004376304956631,7901.56
2023-05-20,0.0,68279,0.0,5,5,1,4.627281887157521,8771.83
2023-05-21,0.0,66246,0.0,6,5,1,0.0,8657.13
2023-05-22,0.0,72182,5.778960487031805,0,5,0,0.0,8126.85
2023-05-23,0.0,82415,16.822713680645386,1,5,0,5.778960487031805,8254.1
2023-05-24,0.0,81041,3.832261549662481,2,5,0,16.822713680645386,8019.56
2023-05-25,0.0,98529,10.866185298152766,3,5,0,3.832261549662481,7965.62
2023-05-26,1.0,111346,0.0,4,5,0,10.866185298152766,9744.21
2023-05-27,0.0,78084,13.312233064787502,5,5,1,0.0,8631.9
2023-05-28,0.0,70808,12.05529430991322,6,5,1,13.312233064787502,8780.17
2023-05-29,0.0,99373,15.375918473529973,0,5,0,12.05529430991322,8286.28
2023-05-30,0.0,73323,4.774064384360147,1,5,0,15.375918473529973,8053.51
2023-05-31,0.0,89297,6.272085069022588,2,5,0,4.774064384360147,8248.34
2023-06-01,0.0,71566,9.75984141751279,3,6,0,6.272085069022588,8066.79
2023-06-02,0.0,94182,3.111753455461409,4,6,0,9.75984141751279,8180.14
2023-06-03,0.0,63358,3.7567081447328357,5,6,1,3.111753455461409,8986.33
2023-06-04,0.0,95983,0.0,6,6,1,3.7567081447328357,8311.67
2023-06-05,0.0,87306,10.979776718423667,0,6,0,0.0,8134.32
2023-06-06,0.0,82181,5.679229359679491,1,6,0,10.979776718423667,8049.51
2023-06-07,0.0,90942,35.886907405094014,2,6,0,5.679229359679491,7974.44
2023-06-08,0.0,102696,3.302151454751513,3,6,0,35.886907405094014,8672.18
2023-06-09,0.0,90148,0.0,4,6,0,3.302151454751513,7743.37
2023-06-10,0.0,75156,20.360211469288533,5,6,1,0.0,8666.7
2023-06-11,0.0,89334,5.647642857988926,6,6,1,20.360211469288533,8796.89
2023-06-12,0.0,76517,11.828969698774245,0,6,0,5.647642857988926,8120.74
2023-06-13,0.0,85826,4.167221672666486,1,6,0,11.828969698774245,8116.42
2023-06-14,0.0,76352,6.570564355224082,2,6,0,4.167221672666486,7863.36
2023-06-15,0.0,82919,22.771019618314455,3,6,0,6.570564355224082,8155.26
2023-06-16,0.0,84584,23.69670361799143,4,6,0,22.771019618314455,8488.2
2023-06-17,0.0,84337,26.253795442639483,5,6,1,23.69670361799143,9000.94
2023-06-18,0.0,103625,11.867214708365667,6,6,1,26.253795442639483,8831.21
2023-06-19,1.0,96577,11.984815646546044,0,6,0,11.867214708365667,10523.42
2023-06-20,0.0,66337,4.813395530019041,1,6,0,11.984815646546044,8211.36
2023-06-21,0.0,94895,3.3258320260642646,2,6,0,4.813395530019041,8141.18
2023-06-22,0.0,69522,9.313146513458966,3,6,0,3.3258320260642646,8074.83
2023-06-23,0.0,76645,7.939546293245636,4,6,0,9.313146513458966,8187.32
2023-06-24,0.0,69347,6.421414767787648,5,6,1,7.939546293245636,8831.53
2023-06-25,0.0,95822,3.5619294566207254,6,6,1,6.421414767787648,8749.44
2023-06-26,0.0,85375,2.5509853079610973,0,6,0,3.5619294566207254,7966.06
2023-06-27,0.0,93282,6.50824408660618,1,6,0,2.5509853079610973,7918.42
2023-06-28,0.0,104374,19.06385227156339,2,6,0,6.50824408660618,7966.41
2023-06-29,0.0,93554,0.0,3,6,0,19.06385227156339,8379.57
2023-06-30,0.0,79688,6.68431456577836,4,6,0,0.0,7684.38
2023-07-01,0.0,103256,0.0,5,7,1,6.68431456577836,8559.16
2023-07-02,0.0,84603,0.0,6,7,1,0.0,9037.96
2023-07-03,0.0,77938,2.4166352471082746,0,7,0,0.0,8090.72
2023-07-04,0.0,83137,11.29203898014451,1,7,0,2.4166352471082746,8042.69
2023-07-05,0.0,107521,18.72956853655179,2,7,0,11.29203898014451,7971.23
2023-07-06,0.0,67502,2.881411151414753,3,7,0,18.72956853655179,7999.09
2023-07-07,0.0,100890,5.869262176426092,4,7,0,2.881411151414753,7998.56
2023-07-08,0.0,89829,10.011163794700408,5,7,1,5.869262176426092,8715.82
2023-07-09,0.0,85392,2.656250050414883,6,7,1,10.011163794700408,9029.54
2023-07-10,0.0,79794,10.49001624566068,0,7,0,2.656250050414883,8044.25
2023-07-11,0.0,87533,0.0,1,7,0,10.49001624566068,8316.93
2023-07-12,0.0,70799,4.5489579781901766,2,7,0,0.0,8185.59
2023-07-13,0.0,74400,22.010480212067705,3,7,0,4.5489579781901766,8095.68
2023-07-14,0.0,73941,11.022522430962299,4,7,0,22.010480212067705,8337.92
2023-07-15,0.0,67793,0.0,5,7,1,11.022522430962299,8668.32
2023-07-16,0.0,73134,45.42343791738669,6,7,1,0.0,9231.53
2023-07-17,0.0,83366,9.825028960021765,0,7,0,45.42343791738669,8491.88
2023-07-18,0.0,83172,35.83375483241856,1,7,0,9.825028960021765,8563.27
2023-07-19,0.0,77219,5.7242775981171805,2,7,0,35.83375483241856,8241.29
2023-07-20,0.0,77859,5.329137279480836,3,7,0,5.7242775981171805,8017.13
2023-07-21,0.0,80866,4.6685621743220675,4,7,0,5.329137279480836,7719.53
2023-07-22,0.0,102139,0.0,5,7,1,4.6685621743220675,8831.2
2023-07-23,0.0,103500,13.069684293983931,6,7,1,0.0,8756.83
2023-07-24,0.0,91407,8.34288853681581,0,7,0,13.069684293983931,8248.88
2023-07-25,0.0,88723,6.298982893015509,1,7,0,8.34288853681581,8147.26
2023-07-26,0.0,69793,16.12255978023575,2,7,0,6.298982893015509,8162.45
2023-07-27,0.0,62762,0.0,3,7,0,16.12255978023575,7992.51
2023-07-28,0.0,87482,25.079925706822273,4,7,0,0.0,8232.15
2023-07-29,0.0,82322,6.083957231424943,5,7,1,25.079925706822273,8993.15
2023-07-30,0.0,100872,6.103438819128902,6,7,1,6.083957231424943,8988.31
2023-07-31,0.0,81070,21.37954310546445,0,7,0,6.103438819128902,7969.42
2023-08-01,0.0,96087,0.0,1,8,0,21.37954310546445,8055.43
2023-08-02,0.0,68192,32.68260002919141,2,8,0,0.0,8275.36
2023-08-03,0.0,57878,9.568781281037394,3,8,0,32.68260002919141,8318.21
2023-08-04,0.0,97510,35.581299184342626,4,8,0,9.568781281037394,8350.43
2023-08-05,0.0,87191,14.304397628835977,5,8,1,35.581299184342626,8929.92
2023-08-06,0.0,70360,9.20327468451384,6,8,1,14.304397628835977,8843.92
2023-08-07,0.0,75353,3.8545907395262975,0,8,0,9.20327468451384,7642.66
2023-08-08,0.0,83280,27.76745566122052,1,8,0,3.8545907395262975,8229.13
2023-08-09,0.0,79853,0.0,2,8,0,27.76745566122052,7832.99
2023-08-10,0.0,85178,3.1039668444135686,3,8,0,0.0,8356.34
2023-08-11,0.0,91204,4.938007810653345,4,8,0,3.1039668444135686,8002.81
2023-08-12,0.0,89390,15.026981319916853,5,8,1,4.938007810653345,8871.04
2023-08-13,0.0,85724,0.0,6,8,1,15.026981319916853,8739.15
2023-08-14,0.0,83747,5.56704877970785,0,8,0,0.0,8054.15
2023-08-15,0.0,59723,8.67864718489421,1,8,0,5.56704877970785,8046.0
2023-08-16,0.0,99259,48.753497573471996,2,8,0,8.67864718489421,8343.29
2023-08-17,0.0,83367,8.898984273106633,3,8,0,48.753497573471996,8444.04
2023-08-18,0.0,69147,0.0,4,8,0,8.898984273106633,7801.23
2023-08-19,0.0,88472,2.965175282957169,5,8,1,0.0,8569.85
2023-08-20,0.0,88739,2.0388122874931214,6,8,1,2.965175282957169,8903.76
2023-08-21,0.0,68897,3.5041025306125677,0,8,0,2.0388122874931214,8246.57
2023-08-22,0.0,61305,8.122291089664355,1,8,0,3.5041025306125677,8278.98
2023-08-23,0.0,80861,9.638134864683312,2,8,0,8.122291089664355,7924.26
2023-08-24,0.0,87693,14.92111976003577,3,8,0,9.638134864683312,8246.56
2023-08-25,0.0,104550,26.773203365901686,4,8,0,14.92111976003577,8103.48
2023-08-26,0.0,97385,8.69666443253449,5,8,1,26.773203365901686,9008.2
2023-08-27,0.0,76639,9.656890846898241,6,8,1,8.69666443253449,8874.34
2023-08-28,0.0,83730,14.928163938586383,0,8,0,9.656890846898241,8034.53
2023-08-29,0.0,85048,7.779096402498625,1,8,0,14.928163938586383,8058.46
2023-08-30,0.0,92514,0.0,2,8,0,7.779096402498625,7864.61
2023-08-31,0.0,75156,9.464200198821759,3,8,0,0.0,8115.55
2023-09-01,0.0,85366,0.0,4,9,0,9.464200198821759,8105.05
2023-09-02,0.0,100118,0.0,5,9,1,0.0,8773.19
2023-09-03,0.0,73529,8.2108418162481,6,9,1,0.0,8784.53
2023-09-04,0.0,83477,13.08648943309545,0,9,0,8.2108418162481,8299.28
2023-09-05,0.0,62371,12.446668656019396,1,9,0,13.08648943309545,8242.03
2023-09-06,0.0,68126,0.0,2,9,0,12.446668656019396,8246.65
2023-09-07,0.0,92115,4.592977724231126,3,9,0,0.0,7982.24
2023-09-08,0.0,84027,11.653281543940691,4,9,0,4.592977724231126,7999.89
2023-09-09,0.0,74812,32.83099281338862,5,9,1,11.653281543940691,8818.49
2023-09-10,0.0,107257,23.842993922098525,6,9,1,32.83099281338862,9012.49
2023-09-11,0.0,74782,0.0,0,9,0,23.842993922098525,8256.77
2023-09-12,0.0,99794,0.0,1,9,0,0.0,7743.12
2023-09-13,0.0,97681,4.098029360949971,2,9,0,0.0,7745.69
2023-09-14,0.0,96175,6.960195578886241,3,9,0,4.098029360949971,8370.44
2023-09-15,0.0,80157,13.787380597446466,4,9,0,6.960195578886241,8235.04
2023-09-16,0.0,78275,0.0,5,9,1,13.787380597446466,8845.91
2023-09-17,0.0,83660,13.308612730238522,6,9,1,0.0,8696.14
2023-09-18,0.0,100262,8.80787432068918,0,9,0,13.308612730238522,8183.06
2023-09-19,0.0,92237,13.614309914338124,1,9,0,8.80787432068918,8319.18
2023-09-20,0.0,96107,11.655208124972368,2,9,0,13.614309914338124,7954.54
2023-09-21,0.0,87425,4.799748042078636,3,9,0,11.655208124972368,7948.67
2023-09-22,0.0,89764,8.799218040427348,4,9,0,4.799748042078636,8034.95
2023-09-23,0.0,87368,31.32764440330392,5,9,1,8.799218040427348,8579.8
2023-09-24,0.0,78430,4.534698876040458,6,9,1,31.32764440330392,8789.32
2023-09-25,0.0,107673,6.1098607647677925,0,9,0,4.534698876040458,8284.56
2023-09-26,0.0,80863,4.194769421167141,1,9,0,6.1098607647677925,8055.59
2023-09-27,0.0,79040,15.56454447490369,2,9,0,4.194769421167141,8148.0
2023-09-28,0.0,88796,0.0,3,9,0,15.56454447490369,8093.09
2023-09-29,0.0,82334,17.000870838951975,4,9,0,0.0,8458.08
2023-09-30,0.0,65691,0.0,5,9,1,17.000870838951975,8690.48
2023-10-01,0.0,99717,0.0,6,10,1,0.0,8555.2
2023-10-02,0.0,98523,12.063089539520512,0,10,0,0.0,8187.5
2023-10-03,0.0,73791,10.61783900173783,1,10,0,12.063089539520512,8043.76
2023-10-04,0.0,81743,0.0,2,10,0,10.61783900173783,8171.59
2023-10-05,0.0,77619,12.081783765642474,3,10,0,0.0,8020.69
2023-10-06,0.0,72680,27.481813879750508,4,10,0,12.081783765642474,8040.53
2023-10-07,0.0,74217,7.058639209399329,5,10,1,27.481813879750508,8960.48
2023-10-08,0.0,76305,3.955490054037657,6,10,1,7.058639209399329,8626.59
2023-10-09,0.0,82842,14.47995722709666,0,10,0,3.955490054037657,7945.53
2023-10-10,0.0,92778,3.9371504721978936,1,10,0,14.47995722709666,8198.85
2023-10-11,0.0,90388,15.134851099742738,2,10,0,3.9371504721978936,8019.36
2023-10-12,0.0,89822,3.8707956464822373,3,10,0,15.134851099742738,8297.2
2023-10-13,0.0,98173,2.0322570317964086,4,10,0,3.8707956464822373,7959.84
2023-10-14,0.0,72066,14.021088568393793,5,10,1,2.0322570317964086,8604.17
2023-10-15,0.0,94764,16.894518506422678,6,10,1,14.021088568393793,8873.22
2023-10-16,0.0,83137,6.430910831159932,0,10,0,16.894518506422678,8404.81
2023-10-17,0.0,94709,2.5376331953775813,1,10,0,6.430910831159932,7896.43
2023-10-18,0.0,82658,3.1063887879907863,2,10,0,2.5376331953775813,8120.45
2023-10-19,0.0,79949,2.9196345167349467,3,10,0,3.1063887879907863,7903.09
2023-10-20,0.0,85632,20.170157022397177,4,10,0,2.9196345167349467,8197.29
2023-10-21,0.0,89380,5.15325428811795,5,10,1,20.170157022397177,8660.61
2023-10-22,0.0,90247,6.91506276683363,6,10,1,5.15325428811795,8640.99
2023-10-23,0.0,100752,5.816951640945653,0,10,0,6.91506276683363,7852.26
2023-10-24,0.0,91070,2.5711463706202986,1,10,0,5.816951640945653,8353.14
2023-10-25,0.0,100183,12.738859977133414,2,10,0,2.5711463706202986,8202.52
2023-10-26,0.0,107239,27.160868289593623,3,10,0,12.738859977133414,8192.66
2023-10-27,0.0,106557,0.0,4,10,0,27.160868289593623,8097.77
2023-10-28,0.0,78783,0.0,5,10,1,0.0,8198.46
2023-10-29,0.0,85182,9.101271092187318,6,10,1,0.0,8704.97
2023-10-30,0.0,99710,17.158901247825312,0,10,0,9.101271092187318,8030.35
2023-10-31,0.0,97908,0.0,1,10,0,17.158901247825312,8096.3
2023-11-01,0.0,92143,14.991054251328329,2,11,0,0.0,8226.42
2023-11-02,0.0,72889,9.020678975931393,3,11,0,14.991054251328329,8165.03
2023-11-03,0.0,83052,2.961076561499223,4,11,0,9.020678975931393,8105.97
2023-11-04,0.0,76417,5.522703709121167,5,11,1,2.961076561499223,8826.27
2023-11-05,0.0,80305,6.73443174859186,6,11,1,5.522703709121167,8788.81
2023-11-06,0.0,105234,0.0,0,11,0,6.73443174859186,7944.84
2023-11-07,0.0,110238,5.222043454731697,1,11,0,0.0,8126.63
2023-11-08,0.0,93233,29.46859531810345,2,11,0,5.222043454731697,8558.56
2023-11-09,0.0,59774,4.8159031441812985,3,11,0,29.46859531810345,8303.63
2023-11-10,0.0,67626,9.284066370519952,4,11,0,4.8159031441812985,7765.5
2023-11-11,0.0,77818,33.31406652810708,5,11,1,9.284066370519952,8757.43
2023-11-12,0.0,83625,6.8547355412650655,6,11,1,33.31406652810708,9007.68
2023-11-13,0.0,81823,7.861442747738457,0,11,0,6.8547355412650655,8132.67
2023-11-14,0.0,75619,4.916299790863133,1,11,0,7.861442747738457,8037.4
2023-11-15,1.0,87023,5.160670059856644,2,11,0,4.916299790863133,9972.14
2023-11-16,0.0,74986,16.989657401989618,3,11,0,5.160670059856644,8084.69
2023-11-17,0.0,91712,9.61589790906935,4,11,0,16.989657401989618,7936.24
2023-11-18,0.0,101172,49.369465215435575,5,11,1,9.61589790906935,9020.44
2023-11-19,0.0,96704,7.162568344268519,6,11,1,49.369465215435575,8869.28
2023-11-20,0.0,87361,2.8703989850328115,0,11,0,7.162568344268519,7691.35
2023-11-21,0.0,99128,5.09663442813558,1,11,0,2.8703989850328115,8389.24
2023-11-22,0.0,72155,14.342262496532435,2,11,0,5.09663442813558,8081.73
2023-11-23,0.0,71749,0.0,3,11,0,14.342262496532435,8380.63
2023-11-24,0.0,83936,7.815736484135291,4,11,0,0.0,8151.78
2023-11-25,0.0,83665,9.980954194415819,5,11,1,7.815736484135291,8785.56
2023-11-26,0.0,96331,50.8506908138791,6,11,1,9.980954194415819,8941.93
2023-11-27,0.0,120675,23.33028223462778,0,11,0,50.8506908138791,8338.75
2023-11-28,0.0,91949,5.434695158743937,1,11,0,23.33028223462778,8195.05
2023-11-29,0.0,106608,0.0,2,11,0,5.434695158743937,8208.39
2023-11-30,0.0,91032,0.0,3,11,0,0.0,7830.19
2023-12-01,0.0,75817,13.492925081870316,4,12,0,0.0,7945.64
2023-12-02,0.0,92297,5.244781664046449,5,12,1,13.492925081870316,8813.39
2023-12-03,0.0,91851,15.528795907976939,6,12,1,5.244781664046449,8719.14
2023-12-04,0.0,79876,15.708304336808375,0,12,0,15.528795907976939,8339.45
2023-12-05,0.0,88818,0.0,1,12,0,15.708304336808375,8217.39
2023-12-06,0.0,84653,12.660757998230817,2,12,0,0.0,8353.91
2023-12-07,0.0,81300,5.862446027030786,3,12,0,12.660757998230817,7784.75
2023-12-08,0.0,100347,4.480521908352602,4,12,0,5.862446027030786,7982.33
2023-12-09,0.0,73387,2.355922990735732,5,12,1,4.480521908352602,8820.73
2023-12-10,0.0,75192,7.165184125706379,6,12,1,2.355922990735732,9171.87
2023-12-11,0.0,70019,6.6739176264081745,0,12,0,7.165184125706379,7853.3
2023-12-12,0.0,86218,3.076286454098355,1,12,0,6.6739176264081745,8076.43
